0.000000  1.000000
0.000157  1.000000
0.000314  1.000000
0.000471  1.000000
0.000628  1.000000
0.000785  0.999999
0.000942  0.999999
0.001100  0.999999
0.001257  0.999998
0.001414  0.999998
0.001571  0.999998
0.001728  0.999997
0.001885  0.999996
0.002042  0.999996
0.002199  0.999995
0.002356  0.999994
0.002513  0.999994
0.002670  0.999993
0.002827  0.999992
0.002985  0.999991
0.003142  0.999990
0.003299  0.999989
0.003456  0.999988
0.003613  0.999987
0.003770  0.999986
0.003927  0.999985
0.004084  0.999983
0.004241  0.999982
0.004398  0.999981
0.004555  0.999979
0.004712  0.999978
0.004869  0.999976
0.005027  0.999975
0.005184  0.999973
0.005341  0.999971
0.005498  0.999970
0.005655  0.999968
0.005812  0.999966
0.005969  0.999964
0.006126  0.999962
0.006283  0.999961
0.006440  0.999959
0.006597  0.999956
0.006754  0.999954
0.006912  0.999952
0.007069  0.999950
0.007226  0.999948
0.007383  0.999945
0.007540  0.999943
0.007697  0.999941
0.007854  0.999938
0.008011  0.999936
0.008168  0.999933
0.008325  0.999931
0.008482  0.999928
0.008639  0.999925
0.008796  0.999923
0.008954  0.999920
0.009111  0.999917
0.009268  0.999914
0.009425  0.999911
0.009582  0.999908
0.009739  0.999905
0.009896  0.999902
0.010053  0.999899
0.010210  0.999896
0.010367  0.999893
0.010524  0.999889
0.010681  0.999886
0.010838  0.999883
0.010996  0.999879
0.011153  0.999876
0.011310  0.999872
0.011467  0.999869
0.011624  0.999865
0.011781  0.999861
0.011938  0.999857
0.012095  0.999854
0.012252  0.999850
0.012409  0.999846
0.012566  0.999842
0.012723  0.999838
0.012881  0.999834
0.013038  0.999830
0.013195  0.999826
0.013352  0.999822
0.013509  0.999818
0.013666  0.999813
0.013823  0.999809
0.013980  0.999805
0.014137  0.999800
0.014294  0.999796
0.014451  0.999791
0.014608  0.999787
0.014765  0.999782
0.014923  0.999777
0.015080  0.999773
0.015237  0.999768
0.015394  0.999763
0.015551  0.999758
0.015708  0.999753
0.015865  0.999748
0.016022  0.999743
0.016179  0.999738
0.016336  0.999733
0.016493  0.999728
0.016650  0.999723
0.016808  0.999718
0.016965  0.999712
0.017122  0.999707
0.017279  0.999701
0.017436  0.999696
0.017593  0.999691
0.017750  0.999685
0.017907  0.999679
0.018064  0.999674
0.018221  0.999668
0.018378  0.999662
0.018535  0.999656
0.018692  0.999651
0.018850  0.999645
0.019007  0.999639
0.019164  0.999633
0.019321  0.999627
0.019478  0.999621
0.019635  0.999615
0.019792  0.999608
0.019949  0.999602
0.020106  0.999596
0.020263  0.999589
0.020420  0.999583
0.020577  0.999577
0.020735  0.999570
0.020892  0.999564
0.021049  0.999557
0.021206  0.999550
0.021363  0.999544
0.021520  0.999537
0.021677  0.999530
0.021834  0.999523
0.021991  0.999516
0.022148  0.999510
0.022305  0.999503
0.022462  0.999496
0.022619  0.999488
0.022777  0.999481
0.022934  0.999474
0.023091  0.999467
0.023248  0.999460
0.023405  0.999452
0.023562  0.999445
0.023719  0.999438
0.023876  0.999430
0.024033  0.999423
0.024190  0.999415
0.024347  0.999407
0.024504  0.999400
0.024662  0.999392
0.024819  0.999384
0.024976  0.999376
0.025133  0.999368
0.025290  0.999361
0.025447  0.999353
0.025604  0.999345
0.025761  0.999337
0.025918  0.999328
0.026075  0.999320
0.026232  0.999312
0.026389  0.999304
0.026546  0.999295
0.026704  0.999287
0.026861  0.999279
0.027018  0.999270
0.027175  0.999262
0.027332  0.999253
0.027489  0.999245
0.027646  0.999236
0.027803  0.999227
0.027960  0.999218
0.028117  0.999210
0.028274  0.999201
0.028431  0.999192
0.028588  0.999183
0.028746  0.999174
0.028903  0.999165
0.029060  0.999156
0.029217  0.999147
0.029374  0.999137
0.029531  0.999128
0.029688  0.999119
0.029845  0.999110
0.030002  0.999100
0.030159  0.999091
0.030316  0.999081
0.030473  0.999072
0.030631  0.999062
0.030788  0.999052
0.030945  0.999043
0.031102  0.999033
0.031259  0.999023
0.031416  0.999013
0.031573  0.999003
0.031730  0.998994
0.031887  0.998984
0.032044  0.998974
0.032201  0.998963
0.032358  0.998953
0.032515  0.998943
0.032673  0.998933
0.032830  0.998923
0.032987  0.998912
0.033144  0.998902
0.033301  0.998891
0.033458  0.998881
0.033615  0.998870
0.033772  0.998860
0.033929  0.998849
0.034086  0.998839
0.034243  0.998828
0.034400  0.998817
0.034558  0.998806
0.034715  0.998795
0.034872  0.998784
0.035029  0.998773
0.035186  0.998762
0.035343  0.998751
0.035500  0.998740
0.035657  0.998729
0.035814  0.998718
0.035971  0.998707
0.036128  0.998695
0.036285  0.998684
0.036442  0.998673
0.036600  0.998661
0.036757  0.998650
0.036914  0.998638
0.037071  0.998626
0.037228  0.998615
0.037385  0.998603
0.037542  0.998591
0.037699  0.998579
0.037856  0.998568
0.038013  0.998556
0.038170  0.998544
0.038327  0.998532
0.038485  0.998520
0.038642  0.998508
0.038799  0.998495
0.038956  0.998483
0.039113  0.998471
0.039270  0.998459
0.039427  0.998446
0.039584  0.998434
0.039741  0.998421
0.039898  0.998409
0.040055  0.998396
0.040212  0.998384
0.040369  0.998371
0.040527  0.998358
0.040684  0.998346
0.040841  0.998333
0.040998  0.998320
0.041155  0.998307
0.041312  0.998294
0.041469  0.998281
0.041626  0.998268
0.041783  0.998255
0.041940  0.998242
0.042097  0.998229
0.042254  0.998216
0.042412  0.998202
0.042569  0.998189
0.042726  0.998176
0.042883  0.998162
0.043040  0.998149
0.043197  0.998135
0.043354  0.998122
0.043511  0.998108
0.043668  0.998094
0.043825  0.998081
0.043982  0.998067
0.044139  0.998053
0.044296  0.998039
0.044454  0.998025
0.044611  0.998011
0.044768  0.997997
0.044925  0.997983
0.045082  0.997969
0.045239  0.997955
0.045396  0.997941
0.045553  0.997926
0.045710  0.997912
0.045867  0.997898
0.046024  0.997883
0.046181  0.997869
0.046338  0.997854
0.046496  0.997840
0.046653  0.997825
0.046810  0.997810
0.046967  0.997796
0.047124  0.997781
0.047281  0.997766
0.047438  0.997751
0.047595  0.997736
0.047752  0.997721
0.047909  0.997706
0.048066  0.997691
0.048223  0.997676
0.048381  0.997661
0.048538  0.997646
0.048695  0.997631
0.048852  0.997615
0.049009  0.997600
0.049166  0.997585
0.049323  0.997569
0.049480  0.997554
0.049637  0.997538
0.049794  0.997523
0.049951  0.997507
0.050108  0.997491
0.050265  0.997476
0.050423  0.997460
0.050580  0.997444
0.050737  0.997428
0.050894  0.997412
0.051051  0.997396
0.051208  0.997380
0.051365  0.997364
0.051522  0.997348
0.051679  0.997332
0.051836  0.997315
0.051993  0.997299
0.052150  0.997283
0.052308  0.997266
0.052465  0.997250
0.052622  0.997234
0.052779  0.997217
0.052936  0.997200
0.053093  0.997184
0.053250  0.997167
0.053407  0.997150
0.053564  0.997134
0.053721  0.997117
0.053878  0.997100
0.054035  0.997083
0.054192  0.997066
0.054350  0.997049
0.054507  0.997032
0.054664  0.997015
0.054821  0.996998
0.054978  0.996980
0.055135  0.996963
0.055292  0.996946
0.055449  0.996929
0.055606  0.996911
0.055763  0.996894
0.055920  0.996876
0.056077  0.996859
0.056235  0.996841
0.056392  0.996823
0.056549  0.996806
0.056706  0.996788
0.056863  0.996770
0.057020  0.996752
0.057177  0.996734
0.057334  0.996716
0.057491  0.996698
0.057648  0.996680
0.057805  0.996662
0.057962  0.996644
0.058119  0.996626
0.058277  0.996608
0.058434  0.996589
0.058591  0.996571
0.058748  0.996553
0.058905  0.996534
0.059062  0.996516
0.059219  0.996497
0.059376  0.996479
0.059533  0.996460
0.059690  0.996441
0.059847  0.996423
0.060004  0.996404
0.060161  0.996385
0.060319  0.996366
0.060476  0.996347
0.060633  0.996328
0.060790  0.996309
0.060947  0.996290
0.061104  0.996271
0.061261  0.996252
0.061418  0.996233
0.061575  0.996213
0.061732  0.996194
0.061889  0.996175
0.062046  0.996155
0.062204  0.996136
0.062361  0.996116
0.062518  0.996097
0.062675  0.996077
0.062832  0.996057
0.062989  0.996038
0.063146  0.996018
0.063303  0.995998
0.063460  0.995978
0.063617  0.995958
0.063774  0.995938
0.063931  0.995918
0.064088  0.995898
0.064246  0.995878
0.064403  0.995858
0.064560  0.995838
0.064717  0.995818
0.064874  0.995797
0.065031  0.995777
0.065188  0.995757
0.065345  0.995736
0.065502  0.995716
0.065659  0.995695
0.065816  0.995674
0.065973  0.995654
0.066131  0.995633
0.066288  0.995612
0.066445  0.995592
0.066602  0.995571
0.066759  0.995550
0.066916  0.995529
0.067073  0.995508
0.067230  0.995487
0.067387  0.995466
0.067544  0.995445
0.067701  0.995424
0.067858  0.995402
0.068015  0.995381
0.068173  0.995360
0.068330  0.995338
0.068487  0.995317
0.068644  0.995295
0.068801  0.995274
0.068958  0.995252
0.069115  0.995231
